term,overlap_term
两侧髂,"['两侧髂骨', '两侧髂血管', '两侧髂血管旁淋巴结', '两侧髂血管旁', '两侧髂总动脉']"
食道,"['食道上段', '食道中段', '食道旁']"
颈管,"['宫颈及颈管', '宫颈管', '子宫颈颈管内口']"
支气管,['肺内血管支气管束']
门齿,['贲门齿状线下部分食管']
肠系膜,"['肠系膜上根部血管', '(左结肠系膜根根部)淋巴结', '肠系膜根部淋巴结', '(空肠系膜)淋巴结', '肠系膜下动静脉', '肠系膜上动脉', '(肠系膜动脉根部)淋巴结', '(肠系膜上动脉)淋巴结', '肠系膜上动脉根部', '肠壁一站(2/6个)、二站(1/1个)、“肠系膜根部”(1/1个)、“肠系膜中动脉根部”(2/2个)淋巴结', '升结肠系膜', '(肠系膜上a根部)淋巴结', '乙状结肠系膜间及根部', '小肠系膜根肠系膜根部淋巴结', '肠系膜血管旁淋巴结', '肠系膜淋巴结', '(肠系膜根部)淋巴结', '(肠系膜上动脉根部)淋巴结', '肠系膜下动、静脉血管', '肠系膜根部', '肠系膜上动脉根部淋巴结', '左半结肠系膜区淋巴结', '左中腹部肠系膜间', '肠系膜下动脉', '小肠系膜', '(回结结肠系膜肠系膜根部)淋巴结', '肠系膜及腹膜后淋巴结', '(肠系膜上血管旁)淋巴结', '肠系膜上血管根部', '直肠系膜根部']"
下肢,"['两下肢', '左侧下肢', '左下肢']"
宫底,"['子宫底、前壁', '子宫底']"
口,"['口咽部', '口唇', '宫颈口', '吻合口', '口咽部双侧腺体', '口咽', '肛门口', '宫颈内口', '胃肠吻合口', '阴道口', '(胸部入口处)淋巴结', '子宫颈颈管内口', '口腔', '子宫颈外口']"
卵巢,"['(左侧)卵巢', '右卵巢', '两侧输卵管、卵巢均', '两卵巢', '两侧卵巢', '右侧卵巢', '左卵巢', '两侧卵巢白体', '(两侧卵巢)白体', '左侧卵巢', '右、左卵巢']"
两肺,"['两肺上叶', '两肺门', '两肺底', '两肺下叶']"
宫旁,"['两侧宫旁', '右左宫旁', '右、左宫宫旁组织', '左宫旁淋巴结', '双侧宫旁']"
右室,['右室后壁']
左侧盆腔,['左侧盆腔淋巴结']
空肠,"['(空肠系膜)淋巴结', '胃-空肠吻合处', '(空肠)肠壁', '胃空肠']"
胸膜,"['右侧胸壁胸膜', '右侧胸膜', '两侧胸膜', '左侧胸膜']"
腰背,"['左腰背部', '腰背部']"
两手,['两手掌']
右侧腋窝,['右侧腋窝、两侧锁骨下窝、胸骨下窝小淋巴结']
输卵管,"['输卵管壶腹部', '左侧输卵管伞部', '左侧输卵管', '两输卵管', '右侧输卵管', '两侧输卵管、卵巢均', '右侧输卵管粘膜', '两侧输卵管', '右、左输卵管', '右输卵管', '左输卵管', '两侧输卵管壁外膜', '(两侧)输卵管']"
胰,"['胃窦部与胰腺之间淋巴结', '胰腺周淋巴结', '胰腺', '胰体尾部', '胰腺体部及尾部', '胰头部', '胰腺导管', '胰头上方', '胰岛', '胰头钩突部', '胰腺周围淋巴结', '胰腺尾部', '胰周', '胰体尾', '胰头', '胰腺被膜', '胰十二指肠', '胰周脂肪', '胰体', '胆、胰导管', '胰腺体部', '胰头区', '胰腺体尾部', '胰管']"
左肝管,"['肝总管右左肝管分叉', '右左肝管']"
浅表淋巴结,['全身浅表淋巴结']
左颈,"['左颈淋巴结', '左颈根至锁骨下淋巴结', '左颈部淋巴结', '左颈部']"
s4,"['肝s4', '肝s4、s5/8', '肝s2,s4,s8']"
两侧肺,"['两侧肺门区', '两侧肺门']"
宫内膜,"['子宫内膜', '子宫内膜及肌层']"
右左肝管,['肝总管右左肝管分叉']
左下腹,['左下腹部']
两侧髂血管旁,['两侧髂血管旁淋巴结']
肾脏,['双侧肾脏']
颈部淋巴结,"['左侧颈部淋巴结', '左颈部淋巴结']"
壶腹,"['输卵管壶腹部', '壶腹部']"
下腹部,"['左下腹部', '中下腹部', '右下下腹部', '下腹部贲门周围一淋巴结']"
心包,"['心包区', '心包前方']"
阑尾,"['阑尾浆膜面', '阑尾根部淋巴结']"
左锁骨,['左锁骨下淋巴结']
肠道,['胃肠道']
区域淋巴结,['系膜区域淋巴结']
胃窦小弯,['胃窦小弯侧']
结肠肝,"['结肠肝曲', '结肠肝区']"
主干,['门静脉主干']
髂外淋巴,['左髂外淋巴结']
左侧颈部,['左侧颈部淋巴结']
胃小弯侧,"['胃小弯侧胃角', '胃小弯侧淋巴结', '胃小弯侧胃壁']"
胸椎,['胸椎及其附件']
胃底,"['胃体下段至胃底贲门部', '胃底贲门', '胃底粘膜', '胃底部']"
腰背部,['左腰背部']
隆突前,['气管隆突前淋巴结']
腹壁,['前腹壁']
左侧锁骨下窝,['左侧锁骨下窝淋巴结']
门腔间隙,['门腔间隙淋巴结']
肝左前叶,"['肝左前叶上段包膜', '肝左前叶上段']"
肺门,"['右肺门', '右锁骨下区、纵隔、左肺门淋巴结', '双侧肺门', '左肺门', '(右上肺门)淋巴结', '左肺门淋巴结', '纵隔及左肺门淋巴结', '两肺门', '右肺门淋巴结', '左侧肺门', '右下肺门', '两侧肺门区', '两侧肺门', '肺门淋巴结']"
隆突,"['气管隆突前淋巴结', '(隆突上)淋巴结', '隆突上见淋巴结', '隆突上淋巴结', '胃右动脉旁、隆突上淋巴结', '右侧气管食管沟及隆突上淋巴结', '隆突上ln', '隆突前', '隆突上']"
左前纵隔,['左前纵隔淋巴结']
十二指肠韧带,"['“第十二组”(5个)、“肝十二指肠韧带”(1个)淋巴结', '(肝十二指肠韧带)淋巴结', '肝十二指肠韧带']"
右锁下,['右锁下下淋巴结']
上肢,"['右侧下上肢', '右侧上肢', '左上肢', '右上肢静脉', '右上肢', '两上肢血管', '上肢静脉', '下、上肢关节', '左上肢肌间静脉', '两上肢', '右上肢浅表血管', '两上肢足背动脉', '右上肢深静脉瓣膜']"
两上肢,"['两上肢血管', '两上肢足背动脉']"
头,"['十二指肠乳头部', '舌头', '胰头部', '胰头上方', '乳头', '喉头', '胰头钩突部', '头部', '胰头', '头面', '十二指肠大乳头', '头部皮上', '胰头区', '十二指肠乳头', '头臂干']"
冠状动脉,"['右左冠状动脉', '冠状动脉壁']"
血管,"['右侧髂内外血管旁淋巴结', '肠系膜上根部血管', '髂血管旁旁淋巴结', '右侧髂血管', '两侧髂血管', '右盆腔髂血管', '髂总血管', '肺内血管支气管束', '右髂血管淋巴结', '左髂血管', '左髂血管淋巴结', '结肠中血管右支根部淋巴结', '右髂血管', '肠系膜血管旁淋巴结', '右髂髂血管淋巴结', '左侧髂血管旁及左侧腹股沟淋巴结', '两上肢血管', '髂血管旁淋巴结', '肠系膜下动、静脉血管', '肾门部血管', '两侧髂血管旁淋巴结', '两侧髂血管旁', '两髂血管', '脾血管', '右上肢浅表血管', '右髂髂外血管', '(肠系膜上血管旁)淋巴结', '乙状结肠血管根部', '右性腺血管', '肠系膜上血管根部', '右侧髂总血管', '淋巴结未见癌转移(肠周0/13,结肠中血管旁0/2)']"
左输卵管,['右、左输卵管']
上段食管,"['胸上段食管', '胸上段上段食管', '(上段食管旁)淋巴结', '“上段食管旁”(3个)、“贲门周围”(4个)、“胃右动脉旁”(8个)淋巴结', '(上段食管旁)个淋巴结']"
颈动脉,"['右侧颈动脉', '两侧颈动脉鞘间隙', '两侧颈动脉', '左侧颈动脉中段']"
小肠系膜,['小肠系膜根肠系膜根部淋巴结']
两侧颈动脉,['两侧颈动脉鞘间隙']
中下腹,['中下腹部']
左半结肠,['左半结肠系膜区淋巴结']
右输尿管,['右输尿管中上段']
膈,"['两膈面', '膈肌', '肝左叶近膈面', '肝膈面', '右侧膈肌脚', '横膈', '左肝vii段膈面', '纵膈', '两侧肋膈角', '左膈面', '左前心膈角', '纵膈及所摄入右锁骨窝区、肝胃间隙多发肿大淋巴结', '膈动脉', '膈上']"
腹直肌,['右侧腹直肌']
剑突,['剑突上']
左肺,"['右锁骨下区、纵隔、左肺门淋巴结', '左肺上叶后基底段', '左肺门', '左肺下叶', '左肺上叶肺大泡', '左肺下叶前段', '左肺上叶外基底段', '左肺门淋巴结', '左肺尖', '纵隔及左肺门淋巴结', '左肺大泡', '左肺上叶', '左肺下叶尖段', '左肺上叶背段', '左肺下叶尖后段', '左肺下叶后段', '左肺中叶']"
左下肺,"['左下肺近叶间裂', '左下肺后段', '左下肺前段']"
右下肺,"['右下肺前段', '右下肺门', '右下肺尖后段', '右下肺舌段']"
附件,"['右附件', '左附件区', '两附件', '右、左附件', '左侧附件区软组织', '胸椎及其附件', '右侧附件', '两侧附件', '两侧附件区', '(左)附件', '左侧附件', '右附件区', '两附件区', '左侧附件区', '左附件']"
输尿管,"['右输尿管中上段', '左输尿管', '输尿管上端', '两输尿管', '下段输尿管', '右侧输尿管', '输尿管盆段水平', '右输尿管']"
胸,"['胸背部', '胸中段食管', '右侧胸部', '胸骨', '右侧胸', '左胸部', '胸主动脉', '右胸肋骨', '右上胸壁', '胸上段食管', '胸骨后', '胸部', '胸前区', '胸椎及其附件', '右侧胸腔', '胸腹', '胸骨柄', '胸下段食管', '右侧胸壁胸膜', '胸腹盆', '胸段食管', '胸12', '胸腔', '胸上段上段食管', '胸腹部', '右侧胸膜', '(胸部入口处)淋巴结', '胸腰骶椎骨', '前胸', '胸膜', '食管胸中段', '两侧胸膜', '胸椎', '左侧胸膜', '右侧腋窝、两侧锁骨下窝、胸骨下窝小淋巴结', '胸骨上段', '两侧胸腔', '胸背', '胸腰椎']"
门静脉,"['门静脉左干', '门静脉主干', '肝门静脉', '门静脉壁', '门静脉左支', '门静脉与脾静脉交汇处', '(门静脉旁)淋巴结']"
椎体,"['t11椎体', '腰5椎体', '腰1椎体左前下缘', 'l5椎体']"
右中上腹,['右中上腹小肠']
两侧锁骨,['右侧腋窝、两侧锁骨下窝、胸骨下窝小淋巴结']
心,"['心肌', '右心缘', '右心室', '左心房', '右心房', '半卵圆中心', '心后软组织', '心包区', '左前心膈角', '心包前方', '心包', '心前区', '心脏']"
两侧肺门,['两侧肺门区']
肩部,"['右肩部', '左肩部']"
直肠窝,['子宫直肠窝']
窦部,"['胃窦部与胰腺之间淋巴结', '主动脉窦部', '胃窦部小弯侧', '胃窦部', '胃窦部大弯侧', '十二指肠-胃窦部']"
隆突上,"['(隆突上)淋巴结', '隆突上见淋巴结', '隆突上淋巴结', '胃右动脉旁、隆突上淋巴结', '右侧气管食管沟及隆突上淋巴结', '隆突上ln']"
左宫,"['右左宫旁', '右、左宫', '右、左宫宫旁组织', '左宫旁淋巴结']"
直肠,"['直肠下动脉', '直肠乙状结肠', '(直肠下动脉根部)淋巴结', '直肠前前壁', '直肠子宫陷凹', '直肠中、上段', '直肠周小淋巴结', '直肠下动脉旁染色淋巴结2', '直肠中上段', '直肠下动脉旁染色淋巴结1', '直肠远端', '直肠下动脉旁淋巴结', '直肠前缘', '腹膜反折下2cm处直肠', '直肠旁淋巴结', '直肠上段', '直肠腹膜反折处', '直肠壁', '淋巴结可见癌转移(肠周1/13,直肠下动脉旁0/1)', '子宫直肠窝', '膀胱直肠陷窝', '直肠上缘', '直肠-乙状结肠交界处', '直肠下段', '结直肠', '子宫直肠陷凹', '直肠窝', '直肠前壁', '直肠系膜根部']"
肠周,"['肠周纤维脂肪', '直肠周小淋巴结', '回肠周淋巴结', '肠周淋巴结', '淋巴结可见癌转移(肠周1/13,直肠下动脉旁0/1)', '结肠周围淋巴结', '升结肠肠周', '结肠周淋巴结', '肠周查见淋巴结', '淋巴结未见癌转移(肠周0/13,结肠中血管旁0/2)']"
肝十二指肠韧带,"['“第十二组”(5个)、“肝十二指肠韧带”(1个)淋巴结', '(肝十二指肠韧带)淋巴结']"
幽门,"['幽门管', '(幽门下)淋巴结', '胃窦幽门部', '贲门左(3/3)、叒胃小弯(8/9)、幽门上(2/2)淋巴结', '幽门下淋巴结', '胃窦幽门管', '幽门上淋巴结', '幽门管大弯']"
腔静脉,"['腔静脉旁', '门腔静脉间', '上腔静脉', '上腔静脉旁淋巴结']"
肢体,['右侧肢体']
上腹部,"['右上腹部', '左上腹部', '中上腹部', '脐上腹部']"
脐,"['脐周', '脐部', '脐上腹部']"
升结肠,"['升结肠近肝曲', '升结肠系膜', '升结肠中段', '升结肠肠管', '升结肠肠周']"
肩背部,['左肩背部']
肩背,"['左肩背部', '肩背部']"
十二指肠粘膜,['十二指肠粘膜上层']
肝曲,"['肝曲结肠', '升结肠近肝曲', '结肠肝曲']"
十二指肠乳头,['十二指肠乳头部']
大弯侧,"['贲门大弯侧后壁', '胃窦大弯侧', '胃体大弯侧', '小弯侧大弯侧淋巴结', '大弯侧淋巴结', '胃窦部大弯侧', '胃体上部大弯侧']"
贲门,"['贲门齿状线下部分食管', '贲门粘膜', '(贲门旁)淋巴结', '贲门大弯侧后壁', '贲门右', '胃体下段至胃底贲门部', '胃底贲门', '贲门周淋巴结', '贲门右小淋巴结', '贲门小弯侧', '贲门左(3/3)、叒胃小弯(8/9)、幽门上(2/2)淋巴结', '贲门曲', '贲门左淋巴结', '贲门部小弯处', '贲门周围淋巴结', '贲门右淋巴结', '贲门淋巴结', '贲门胃体下段小弯侧', '贲门周围(10个)淋巴结', '(贲门右)淋巴结', '胃贲门部', '“上段食管旁”(3个)、“贲门周围”(4个)、“胃右动脉旁”(8个)淋巴结', '食管-贲门交界处', '贲门旁淋巴结', '下腹部贲门周围一淋巴结', '贲门左', '贲门上淋巴结']"
腹腔干,['腹腔干旁']
肛门,"['肛门内括约肌', '肛门口', '肛门10cm', '肛门内外括约肌']"
十二指肠降段,['十二指肠降段起始部']
乳房,['乳房皮肤']
舌,"['舌头', '右肺下叶舌段', '左侧舌根', '舌体', '右下肺舌段']"
左侧腹,"['左侧腹腔', '左侧腹股沟', '左侧腹股沟区', '左侧髂血管旁及左侧腹股沟淋巴结', '左侧腹部']"
胸背,['胸背部']
颈段食管,['(颈段食管旁)淋巴结']
左闭孔,"['左闭孔淋巴结', '左闭孔深淋巴结', '右左髂总、右左髂外、左闭孔淋巴结']"
胆管,"['肝内胆管', '肝左叶肝内胆管', '汇管区小胆管', '肝左左叶肝内胆管', '胆管旁淋巴结', '胆管壁', '肝内外胆管']"
远端胃,['远端胃大部']
宫颈,"['宫颈部', '子宫颈', '宫颈口', '宫颈3、6、9、11点', '宫颈及颈管', '子宫宫颈', '宫颈内口', '宫颈管', '子宫颈颈管内口', '宫颈下唇', '宫颈前唇', '宫颈后唇', '子宫颈外口']"
左侧附件区,['左侧附件区软组织']
上腹,"['上腹正中', '右上腹', '右上腹部', '左上腹部', '右中上腹小肠', '右侧中上腹', '左中上腹', '左上腹', '中上腹', '中上腹部', '脐上腹部', '右中上腹', '上腹部']"
左附件,"['左附件区', '右、左附件']"
十二指肠降部,['十二指肠降部、水平部']
肝脏,"['肝脏s8', '右肝脏', '肝脏s2、s7/8', '肝脏动脉']"
皮肤,['乳房皮肤']
脉管,['髂内外动脉管壁']
腹膜,"['腹膜后多发小淋巴', '腹膜后', '腹膜反折', '腹膜反折下2cm处直肠', '腹膜后多发淋巴结', '直肠腹膜反折处', '腹膜外左髂窝', '腹膜返折', '腹膜后小淋巴结', '腹膜后淋巴结', '肠系膜及腹膜后淋巴结']"
胆总管,['胆总管上段']
骶,"['两侧骶、主韧带', '骶前间隙', '骶韧带', '骶髂关节面', '骶椎骨', '骶前', '两侧骶韧带', '骶部', '骶前淋巴结', '胸腰骶椎骨', '腰骶部', '骶管', '宫骶韧带', '骶3下缘']"
肝区,"['肝区结肠', '结肠肝区']"
骨盆,"['小骨盆腔', '右左骨盆漏斗']"
肝,"['“第十二组”(5个)、“肝十二指肠韧带”(1个)淋巴结', '肝内胆管', '肝胆', '肝s5、8', '肝右叶内侧段', '肝s6、7', '肝曲结肠', '肝右叶', '肝左前叶上段包膜', '肝表面', '肝s5-8', '(肝门部)淋巴结', '肝s4', '肝s2、s8', '肝s4、s5/8', '肝s2.4.6.8', '肝小叶', '左肝', '肝s2、4、8', '肝脏s8', '肝s5.8叒交界区', '肝右、左叶', '肝动脉旁淋巴结', '肝区结肠', '肝左叶近膈面', '肝圆韧带', '肝上极', '升结肠近肝曲', '肝左前叶上段', '肝s6、s7', '肝膈面', '肝s2、3、5、8', '肝左叶第viii段', '腹腔肝门区', '肝左叶肝内胆管', '肝中叶', '肝右内叶(iv段)', '肝s5.8交界区', '肝中叶,iv、v、viii段', '右肝', '肝胃韧带', '右肝外叶', '肝s1', '肝固有动脉', '肝viii段', '肝门区', '肝左左叶肝内胆管', '肝动脉', '右肝脏', '肝胃间隙', '右半肝', '肝门静脉', '肝右左叶', '肝右外叶', '肝s3', '左肝vii段膈面', '第一肝门右外叶', '肝门', '肝iv、viii段交界处及右叶ii段', '(肝总动脉旁)淋巴结', '肝总动脉', '肝左静脉', '结肠肝曲', '肝右内叶', '肝被膜', '肝s5、s6、s7、s8', '肝s6', '肝左叶', '肝s8', '肝包膜', '肝s5', '肝门淋巴结', '肝s2', '右肝管', '肝左叶上段', '肝总管右左肝管分叉', '右、左肝交界处', '结肠肝区', '左肝管', '右左肝管', '肝脏s2、s7/8', '纵膈及所摄入右锁骨窝区、肝胃间隙多发肿大淋巴结', '结肠肝', '肝左后叶', '(肝十二指肠韧带)淋巴结', '肝s2、6叒段', '肝左前叶', '肝脏动脉', '肝肾之间', '肝右内叶至肝左叶交界处', '肝十二指肠韧带', '肝左叶前段', '肝实质', '肝曲', '肝总动脉旁(0/1)、叒胃大弯(0/1)淋巴结', '肝s6/7', '肝s2,s4,s8', '肝内外胆管', '肝s7/8', '肝脏', '肝区']"
贲门左,"['贲门左(3/3)、叒胃小弯(8/9)、幽门上(2/2)淋巴结', '贲门左淋巴结']"
大弯淋巴结,['胃小弯、大弯淋巴结']
咽,"['口咽部', '咽后壁', '咽部', '口咽部双侧腺体', '口咽', '鼻咽', '咽喉']"
肺门淋巴结,"['右锁骨下区、纵隔、左肺门淋巴结', '左肺门淋巴结', '纵隔及左肺门淋巴结', '右肺门淋巴结']"
