term,frequency
短暂性脑缺血发作,1
脑梗死后遗症,1
心功能ⅲ-ⅳ级,1
重度阻塞性通气功能障碍,1
主动脉瓣钙化,1
二尖瓣环、主动脉瓣钙化,1
纵隔及左肺门区淋巴结钙化,1
肝左后缘斑点状钙化,1
主动脉、冠状动脉及两侧髂动脉壁钙化,1
窦性心律不齐,1
陈旧性肺结核,1
矽肺,1
慢性阻塞性肺疾病急性加重,1
转移性淋巴癌,1
左肺周围型肺癌,1
乙肝后肝硬化,1
肝昏迷,1
缺血缺氧性脑病,1
i型呼吸衰竭,1
完全性左束支传导阻滞,1
左肺下叶、中叶及两上肺感染,1
胸椎、腰椎骨质增生,1
脑白质脱髓鞘,1
炎性肉芽肿,1
回旋支狭窄80%,1
前降支狭窄20-50%,1
肺动脉瓣及主动脉瓣轻度反流,1
二尖瓣及三尖瓣重度反流,1
二尖瓣及主动脉瓣狭窄,1
胃癌伴转移,1
癌栓,1
主动脉增宽钙化,1
浅表性胃窦炎伴糜烂(iii级),1
贲门胃底占位(恶性可能,1
贲门胃底占位,1
肺转移瘤,1
胰腺占位:胰腺癌,1
原发性高血压,1
宫颈低分化鳞癌,1
肝内转移瘤,1
胃神经内分泌癌术后,1
胃癌并幽门梗阻,1
"胃低分化腺癌(t4an3mo,iiic,ln+7/59)",1
中度慢性萎缩性胃炎,1
(结肠肝曲、降结肠)腺管状腺瘤,1
食管裂孔疝,1
食管静脉曲张,1
隐源性肝硬化,1
丙肝,1
乙肝,1
慢性非萎缩性胃炎伴糜烂,1
(胃大弯、小弯)溃疡型中分化管状腺癌,1
慢性胃窦炎,1
脾曲结肠癌,1
胃角巨大胃溃疡,1
宫颈鳞状细胞癌ib1期,1
左足慢性溃疡伴感染,1
两上肢cta粥样硬化,1
非st段抬高型心梗,1
胰头低分化导管腺癌,1
肝门胆管癌,1
轻-中度食管静脉曲张,1
肝右内叶、左叶多发占位性病变,1
十二指肠球部霜斑样溃疡,1
糜烂性出血性全胃炎,1
食管炎伴糜烂,1
食道胸中段鳞癌,1
(乙状结肠)溃疡型中分化管状腺癌,1
肝内胆管多发结石,1
(胆囊)慢性腺性胆囊炎,1
肝脏原发性结节型中分化肝细胞癌并大片坏死,1
原发性肝细胞癌,1
肝右内叶及左前叶下段占位性病变,1
两侧卵巢浆液性乳头状囊腺癌,1
腹部切口感染,1
不孕症,1
慢支伴少许感染,1
食道上返流性炎症,1
肝左前叶占位,1
(食管)鳞状细胞癌,1
右肺下叶中心型低分化鳞状细胞癌,1
胃溃疡型低分化管状腺癌,1
"胃低分化腺癌(lauren,分型:弥漫型)",1
胃食管结合部癌,1
大肠溃疡型粘液腺癌,1
胃内多发息肉,1
低分化肝细胞肝癌,1
直肠恶性肿瘤,1
右上肢静脉曲张伴溃疡感染,1
浆液性腺癌,1
移行细胞癌,1
卵巢腺癌,1
假性动脉瘤,1
右上肢足趾坏疽,1
(左半结肠)高中分化腺癌,1
直肠腺癌术后,1
直肠溃疡型中-低分化管状腺癌,1
结肠癌术后复发,1
结肠癌术后两肺多发转移,1
肝肿瘤切除术后,1
胆囊底部结节,1
肝右外叶小肝癌,1
肝占位,1
"胸下段食管低分化鳞癌(pt3n0m0,iib)",1
食管低分化鳞状细胞癌,1
骨转移瘤,1
胃癌术后pt3n2m0,1
糜烂性胃炎,1
反流性食管炎(la-b),1
胃早癌剥离术后,1
不完全肠梗阻,1
腹腔脓肿,1
食管鳞状细胞癌(低分化),1
肝门区占位,1
胆源性胰腺炎,1
胰头占位,1
髂静脉压迫综合征,1
右侧髂静脉压迫综合征,1
右第1、2足趾坏疽,1
两上肢动脉硬化闭塞症伴坏疽,1
子宫多发肌瘤,1
黏膜上子宫肌瘤,1
直肠肿瘤术后,1
左斜疝术后,1
左侧嵌顿疝,1
胰头中低分化腺癌,1
消化道梗阻,1
颗粒细胞瘤,1
胆道术后肝内胆管结石,1
肝周积液,1
肝脓肿,1
直肠中-低分化管状腺癌(含粘液腺癌成份),1
急性左上肢深静脉血栓形成伴感染,1
(结肠)中低分化腺癌,1
降结肠占位,1
左肾多发囊肿,1
直肠炎,1
(直肠)腺癌(高-中分化),1
右室肥厚,1
两肺散在炎症,1
(胃大体)镜检为低分化腺癌,1
霉菌性食管炎,1
结肠脾曲mt,1
食管恶性肿瘤esd术后,1
慢性发炎,1
轻度慢性发炎,1
十二指肠球部胃黏膜异位,1
早期食管癌,1
降结肠病变,1
结肠多发憩室,1
st-t改变,1
消化道肿瘤,1
结核,1
肝炎,1
急性胰腺炎,1
酒精性脂肪肝,1
术后切口感染,1
上腔静脉滤器置入术后,1
两侧髂静脉支架术后,1
左大隐静脉曲张术后,1
右大隐静脉曲张,1
右下下肺动脉栓塞,1
右腘静脉附壁血栓,1
左髂总静脉血栓,1
两侧上肢静脉曲张,1
胃角溃疡型ca,1
浅表胃黏膜呈慢性炎症活动期,1
甲状腺左叶稍低密度结节,1
(宫颈)鳞状细胞癌,1
肝左叶转移灶,1
盆腔中低分化腺癌,1
"肝左叶后段病灶,考虑转移可能",1
浆液性囊腺癌,1
盆腔内囊实性占位病变,1
浸润性高级别尿路下皮癌,1
膀胱癌,1
膀胱占位病变,1
急性单纯性胆囊炎,1
胆总管末端可疑结石,1
胆囊泥沙样结石,1
高血压病(2级叒很高危),1
左侧大脑半球多发急性梗塞灶,1
晕厥原因待查,1
心包积液、两侧胸腔积液,1
两肺上叶钙化灶,1
两肺炎症伴纤维灶,1
左肺下叶病变,1
"右附件附件卵巢交界性粘液性囊腺瘤,局灶癌变",1
萎缩性宫内膜,1
盆腔巨内巨大囊性包块,1
胃癌并发转移,1
两肺上叶炎症,1
急慢性发炎,1
急性阑尾炎,1
大肠管状腺瘤下皮呈高级别下皮内瘤变伴癌变,1
胆石症ptcd术后,1
(全胃)胃体下段小弯侧溃疡型管状腺癌i级,1
"结肠癌(浆膜上层),溃疡型,中分化腺癌,ii级",1
胃底贲门癌术后,1
"胃贲门小弯侧腺癌(中度分化),浸润溃疡型",1
tem术后,1
胆囊管结石,1
"(直肠)腺癌(中度分化),隆起型",1
"(左半结肠),:结肠隆起型管状腺癌ii级",1
肝母细胞瘤术后,1
肝母(scmc-2011),1
肝母-scmc-2011,1
肝母细胞瘤i期,1
右卵巢卵黄囊瘤术后,1
卵巢卵黄囊瘤,1
右卵巢囊肿,1
"(胃)低分化腺癌,弥漫浸润型",1
(直肠)粘液腺癌伴印戒细胞癌成分(40%),1
急性单纯性阑尾炎,1
肝样腺癌,1
"(远端胃),:胃窦小弯侧溃疡型管状腺癌ii-iii级",1
(直肠)直肠隆起型管状腺癌ii级,1
胃窦癌综合治疗后,1
"印戒细胞癌(lauren,分型:弥漫型)",1
"宫颈低分化鳞状细胞癌,内生浸润型",1
(宫腔)子宫内膜息肉,1
胃窦小弯侧溃疡型低分化腺癌,1
"胎盘组织局灶玻变,大量炎细胞浸润",1
胆总管上段多发结石,1
胆石症,1
溃疡型中分化管状腺癌(t3n0m0),1
(胃)溃疡型中分化管状腺癌,1
结肠癌伴肝转移,1
phc,1
肝ca治疗后,1
肝ca,1
腹腔积液(少量),1
肝硬化部分切除术后,1
中央型前置胎盘,1
宫颈内生浸润性角化性鳞状细胞癌ii级,1
"鳞癌,pt3n1m0",1
胃癌伴腹腔种植转移,1
"(胃幽门小弯侧)腺癌(中度分化),浸润溃疡型",1
子宫内膜腺癌诊刮术后,1
盆腔少量积液,1
盆腔右侧附件区占位,1
"全胃癌(pt3n3m0,iiib)",1
"lauren,分型:弥漫型",1
(远端胃)胃角溃疡型低分化腺癌,1
宫颈鳞癌ib1期术后,1
卵巢癌复发伴左输尿管受累,1
结肠侧向发育型肿瘤(lst),1
结肠侧向发育型肿瘤,1
心包囊肿,1
慢性膀胱炎,1
两肾积水,1
电解质紊乱,1
冠脉支架及起搏器置入术后,1
慢性尿潴留,1
慢性前列腺炎,1
感染性休克叒代偿期,1
泌尿道感染,1
糖尿病视网膜病变,1
原发性高血压3级很高危,1
右侧股骨转子间骨质破坏,1
右侧髂骨多发骨质破坏,1
胸9椎体及附件骨质破坏、转移,1
两上肺结节考虑肺内转移,1
右侧腹股沟淋巴结转移,1
肺ca伴两肺及纵隔淋巴结转移,1
左侧基底节腔隙性脑梗死,1
右侧基底节区脑梗死,1
心脏血管及主动脉钙化,1
胸膜钙化,1
支气管扩张,1
心功能ⅲ级,1
慢性阻塞性肺病(急性加重期),1
膀胱憩室,1
两肺结节待查,1
脑白质轻度脱髓鞘改变,1
老年痴呆症,1
左侧下颌窦及筛窦炎症,1
两侧脑白质脱髓鞘改变,1
右侧半卵圆中心及两侧基底节区多发腔隙性脑梗死灶,1
慢支炎急发,1
原发性高血压2级叒极高危,1
心房纤颤伴ii°房室传导阻滞,1
冠状动脉粥样硬化性心脏病叒缺血性心肌病型,1
慢性心力衰竭,1
急性下消化道出血,1
小肠积气,1
急性肾功能不全,1
基底动脉钙化,1
高渗性脱水,1
骶管囊肿,1
腹主动脉壁钙化,1
两肾多发小结石,1
左侧多根肋骨陈旧骨折,1
左肺中叶及上叶少许慢性感染,1
乳酸酸中毒,1
主动脉球钙化,1
支扩,1
慢性心衰,1
囊性畸胎瘤,1
支气管囊肿,1
2型糖尿病糖尿病周围神经病变叒左上肢深静脉血栓形成,1
囊性病变,1
左上肢深静脉血栓形成,1
糖尿病糖尿病性肾病,1
1型糖尿病糖尿病酮症酸中毒,1
糖尿病糖尿病酮症酸中毒,1
出血性胃炎,1
呕血、排黑便,1
胃底、升结肠印戒细胞癌,1
转移性癌,1
右乳印戒细胞癌,1
(右乳)分泌粘液癌(印戒细胞癌),1
胃底升结肠印戒细胞癌,1
"多原发结肠癌叒pt3n1am0,iiib",1
"右下肺叶斑片影,炎症",1
"腹主动脉旁、肠系膜区淋巴结,转移",1
肾结石,1
子宫内膜样腺癌(中分化),1
恶性苗勒氏混合瘤,1
左下肺肿物,1
肺部病灶,1
快速房颤,1
横结肠增生性腺瘤性息肉叒乙状结肠低级别管状腺瘤,1
高血压性心脏病叒心脏扩大叒心房纤颤,1
水肿待查,1
膀胱浸润性癌,1
高级别浸润性尿路下皮癌,1
腹膜种植,1
肝内胆管及胆总管多发结石伴远端胆管扩张,1
两上肺支气管扩张伴感染,1
左下叶感染,1
胸膜增厚,1
左下肺感染性病变,1
十二指肠炎,1
smt,1
胃体隆起,1
萎缩性胃炎伴急性活动,1
"(印戒细胞癌),分期t4、n3、m0",1
残胃异时性原发癌,1
慢性肝病,1
膀胱癌综合治疗后,1
肝内外胆管多发结石伴胆管扩张,1
上肢动脉粥样硬化闭塞症,1
上肢动脉粥样硬化闭塞症状,1
乳头状-管状腺癌,1
胃癌术后复发,1
直肠癌同期放化疗后,1
十二指肠球部息肉伴柱状下皮化生,1
十二指肠球部多发息肉,1
食管浅溃疡,1
吻合口溃疡,1
急性上壁、后壁、左室心肌梗死,1
